show_id,type,title,director,director_num,cast,cast_num,country,country_num,date_added,weekday_added,day_added,month_added,year_added,release_year,rating,duration,season,serial,listed_in,listed_in_num
80210691,Movie,End Game,"Rob Epstein, Jeffrey Friedman",2,,,United States,1,"May 4, 2018",Friday,4,5,2018,2018,TV-PG,40,0,0,Documentaries,1
80210736,TV Show,Stand Up and Away! with Brian Regan,,,Brian Regan,1,United States,1,"December 24, 2018",Monday,24,12,2018,2018,TV-14,,1,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2
80210887,TV Show,Hormones,,,"Pachara Chirathivat, Ungsumalynn Sirapatsakmetha, Sutatta Udomsilp, Chutavuth Pattarakampol, Sirachuch Chienthaworn, Gunn Junhavat, Sananthachat Thanapatpisal, Thanapob Leeratanakajorn, Supassra Thanachat, Sedthawut Anusit, Kemisara Paladesh",11,Thailand,1,"June 30, 2018",Saturday,30,6,2018,2015,TV-14,,3,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
80210995,TV Show,Back with the Ex,,,,,,,"January 11, 2019",Friday,11,1,2019,2018,TV-MA,,1,1,"International TV Shows, Reality TV, Romantic TV Shows",3
80211136,TV Show,Secret City,,,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",9,Australia,1,"March 6, 2019",Wednesday,6,3,2019,2016,TV-MA,,2,1,"International TV Shows, TV Dramas, TV Mysteries",3
80211229,TV Show,Cleo & Cuquin,Fernando Moro,1,,,Spain,1,"December 5, 2018",Wednesday,5,12,2018,2018,TV-Y,,1,1,Kids' TV,1
80211384,TV Show,The Joel McHale Show with Joel McHale,,,Joel McHale,1,United States,1,"July 15, 2018",Sunday,15,7,2018,2018,TV-MA,,2,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2
80211465,TV Show,Wanderlust,,,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",12,United Kingdom,1,"October 19, 2018",Friday,19,10,2018,2018,TV-MA,,1,1,"British TV Shows, International TV Shows, Romantic TV Shows",3
80211492,TV Show,Mighty Little Bheem,,,,,,,"August 30, 2019",Friday,30,8,2019,2019,TV-Y,,2,1,"Kids' TV, TV Comedies",2
80211540,Movie,Why Knot,Dhruv Dhawan,1,,,"Canada, India, Thailand, United States, United Arab Emirates",5,"October 15, 2017",Sunday,15,10,2017,2016,TV-MA,84,0,0,Documentaries,1
80211563,TV Show,Tales of the City,,,"Laura Linney, Ellen Page, Olympia Dukakis, Paul Gross, Murray Bartlett, Barbara Garrick, Charlie Barnett, Garcia, May Hong, Jen Richards, Victor Garber, Ashley Park, Christopher Larkin, Zosia Mamet, Molly Ringwald, Daniela Vega",16,United States,1,"June 7, 2019",Friday,7,6,2019,2019,TV-MA,,1,1,TV Dramas,1
80211572,TV Show,Monarca,,,"Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides, Rosa María Bianchi, Antonio de la Vega, Luis Rábago, Sophie Gómez, James Hyde, Carla Adell, Regina Pavón, Dalí González, Alejandro de Hoyos Parera, José Manuel Rincón, Daniela Schmidt, Gabriela de la Garza",15,Mexico,1,"September 13, 2019",Friday,13,9,2019,2019,TV-MA,,1,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",3
80211576,TV Show,First Team: Juventus,,,,,United States,1,"July 6, 2018",Friday,6,7,2018,2018,TV-G,,2,1,"Docuseries, International TV Shows",2
80211621,TV Show,Huge in France,,,"Gad Elmaleh, Scott Keiji Takeda, Jordan Ver Hoeve, Erinn Hayes, Matthew Del Negro",5,United States,1,"April 12, 2019",Friday,12,4,2019,2019,TV-MA,,1,1,TV Comedies,1
80211622,Movie,Been So Long,Tinge Krishnan,1,"Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",8,,,"October 26, 2018",Friday,26,10,2018,2018,TV-MA,100,0,0,"Dramas, International Movies, Music & Musicals",3
80211623,Movie,Otherhood,,,,,"United Kingdom, United States",2,"August 2, 2019",Friday,2,8,2019,2019,R,101,0,0,Comedies,1
80211627,TV Show,Russian Doll,,,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber",11,United States,1,"February 1, 2019",Friday,1,2,2019,2019,TV-MA,,1,1,"TV Comedies, TV Dramas",2
80211634,TV Show,Baby,,,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre Gonzalez, Brando Pacitto, Lorenzo Zurzolo, Claudia Pandolfi, Galatea Ranzi",8,Italy,1,"October 18, 2019",Friday,18,10,2019,2019,TV-MA,,2,1,"International TV Shows, TV Dramas, Teen TV Shows",3
80211648,TV Show,The Last Czars,,,"Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers",7,United States,1,"July 3, 2019",Wednesday,3,7,2019,2019,TV-MA,,1,1,"Docuseries, TV Dramas",2
80211703,TV Show,Quicksand,,,"Hanna Ardéhn, Felix Sandman, William Spetz, Ella Rappich, David Dencik, Reuben Sallmander, Maria Sundbom, Rebecka Hemse, Arvid Sand, Helena af Sandeberg, Anna Björk",11,Sweden,1,"April 5, 2019",Friday,5,4,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
80211884,TV Show,All About the Washingtons,,,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",20,United States,1,"August 10, 2018",Friday,10,8,2018,2018,TV-PG,,1,1,TV Comedies,1
80212245,TV Show,The Dragon Prince,,,"Jack De Sena, Paula Burrows, Sasha Rojen, Jason Simpson, Racquel Belmonte, Jesse Inocalla, Luc Roderique, Jonathan Holmes, Adrian Petriw",9,"United States, Canada",2,"November 22, 2019",Friday,22,11,2019,2019,TV-Y7-FV,,3,1,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",3
80212251,TV Show,Welcome to the Family,,,"Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner",7,Spain,1,"July 27, 2018",Friday,27,7,2018,2018,TV-MA,,1,1,"International TV Shows, TV Comedies, TV Dramas",3
80212301,TV Show,Terrace House: Opening New Doors,,,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",6,Japan,1,"March 12, 2019",Tuesday,12,3,2019,2018,TV-14,,6,1,"International TV Shows, Reality TV",2
80212481,TV Show,YooHoo to the Rescue,,,"Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Morris, Lucien Dodge, Kyle Hebert",6,South Korea,1,"October 11, 2019",Friday,11,10,2019,2019,TV-Y,,2,1,"Kids' TV, Korean TV Shows",2
80212701,TV Show,21 Sarfarosh: Saragarhi 1897,,,"Luke Kenny, Mohit Raina, Mukul Dev",3,India,1,"December 1, 2018",Saturday,1,12,2018,2018,TV-14,,1,1,"International TV Shows, TV Dramas",2
80213020,TV Show,The Bonfire of Destiny,,,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine Duléry, Florence Pernel, Théo Fernandez, Victor Meutelet, François-David Cardonnel, Stéphane Guillon, Aurélien Wiik, Gilles Cohen",13,France,1,"December 26, 2019",Thursday,26,12,2019,2019,TV-MA,,1,1,"International TV Shows, TV Dramas",2
80213025,TV Show,The World's Most Extraordinary Homes,,,"Piers Taylor, Caroline Quentin",2,United Kingdom,1,"January 18, 2019",Friday,18,1,2019,2019,TV-G,,3,1,"British TV Shows, Docuseries, International TV Shows",3
80213115,TV Show,The Alcàsser Murders,Elías León,1,,,Spain,1,"June 15, 2019",Saturday,15,6,2019,2019,TV-MA,,1,1,"Crime TV Shows, Docuseries, International TV Shows",3
80213322,TV Show,Awake: The Million Dollar Game,,,James Davis,1,United States,1,"June 14, 2019",Friday,14,6,2019,2019,TV-PG,,1,1,Reality TV,1
80213401,Movie,Haunters: The Art of the Scare,Jon Schnitzer,1,,,United States,1,"January 2, 2018",Tuesday,2,1,2018,2017,TV-MA,89,0,0,"Documentaries, Horror Movies",2
80213536,TV Show,Mob Psycho 100,,,"Tatsuomi Hamada, Kazuki Namioka, Yuki Yoda, Ayumu Mochizuki, Atsushi Arai, Akio Otsuka, Moro Morooka",7,Japan,1,"May 22, 2018",Tuesday,22,5,2018,2018,TV-MA,,1,1,"International TV Shows, TV Action & Adventure, TV Comedies",3
80213588,TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",2,,,United States,1,"December 6, 2019",Friday,6,12,2019,2019,TV-14,,1,1,"Crime TV Shows, Docuseries",2
80213643,TV Show,Chip and Potato,,,"Abigail Oliver, Andrea Libman, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Dominic Good, Emma Jayne Maas, Evan Byarushengo, Scotia Anderson, Alessandro Juliani",10,"Canada, United Kingdom",2,"November 29, 2019",Friday,29,11,2019,2019,TV-Y,,2,1,Kids' TV,1
80213655,TV Show,The Honeymoon Stand Up Special,,,"Natasha Leggero, Moshe Kasher",2,United States,1,"April 17, 2018",Tuesday,17,4,2018,2018,TV-MA,,1,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2
80213712,Movie,Grass Is Greener,Fab Five Freddie,1,,,,,"April 20, 2019",Saturday,20,4,2019,2019,TV-MA,98,0,0,Documentaries,1
80213715,Movie,Whitney Cummings: Can I Touch It?,Marcus Raboy,1,Whitney Cummings,1,,,"July 30, 2019",Tuesday,30,7,2019,2019,TV-MA,59,0,0,Stand-Up Comedy,1
80214010,TV Show,GRANBLUE FANTASY the Animation,,,"Yuki Ono, Nao Toyama, Rie Kugimiya, Miyuki Sawashiro, Hiroaki Hirata, Yukari Tamura, Kazuhiro Yamaji, Rie Tanaka, Emiri Kato, Tomokazu Sugita, Kanae Ito",11,Japan,1,"July 15, 2019",Monday,15,7,2019,2017,TV-14,,1,1,"Anime Series, International TV Shows",2
80214013,TV Show,Black,,,"Seung-heon Song, A-ra Go, EL, Dong-jun Kim, Won-hae Kim, Seok-yong Jeong",6,South Korea,1,"December 15, 2017",Friday,15,12,2017,2017,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Korean TV Shows",3
80214087,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,1,Jimmy Carr,1,,,"March 12, 2019",Tuesday,12,3,2019,2019,TV-MA,58,0,0,Stand-Up Comedy,1
80214115,TV Show,Argon,,,"Woo-hee Chun, Joo-hyuk Kim, Won-sang Park",3,South Korea,1,"November 22, 2017",Wednesday,22,11,2017,2017,TV-MA,,1,1,"International TV Shows, Korean TV Shows, TV Dramas",3
80214405,TV Show,A Korean Odyssey,,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",6,South Korea,1,"March 5, 2019",Tuesday,5,3,2019,2017,TV-MA,,1,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",3
80214406,TV Show,Prison Playbook,,,"Hae-soo Park, Kyung-ho Jung, Dong-il Sung, Krystal Jung, Soo-jeong Ye, Jae-sung Jung, Hoon-jin Lee, Kyoo-hyung Lee, Ho-cheol Lee, Chang-hwan Ahn, Kyung-nam Kim",11,South Korea,1,"January 24, 2018",Wednesday,24,1,2018,2017,TV-MA,,1,1,"International TV Shows, Korean TV Shows, TV Comedies",3
80214464,Movie,Rafinha Bastos: Ultimatum,,,Rafinha Bastos,1,Brazil,1,"September 21, 2018",Friday,21,9,2018,2018,TV-MA,63,0,0,Stand-Up Comedy,1
80214523,TV Show,Live,,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",5,South Korea,1,"February 5, 2019",Tuesday,5,2,2019,2018,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Korean TV Shows",3
80214582,Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,1,,,United States,1,"January 29, 2018",Monday,29,1,2018,2017,TV-14,68,0,0,Documentaries,1
80214706,Movie,Tell Me Who I Am,Ed Perkins,1,,,United Kingdom,1,"October 18, 2019",Friday,18,10,2019,2019,TV-MA,86,0,0,Documentaries,1
80214772,TV Show,Bad Guys: Vile City,,,"Joong-hoon Park, Jin-mo Joo, Yang Ik-june, Moo-Yul Kim, Ji Soo, Young-chang Song, Hong-Fa Kim, Tae-ho Ryu, Yu-seok Kim, Soo-young Park, Yoon-hee Lee",11,South Korea,1,"March 8, 2018",Thursday,8,3,2018,2018,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Korean TV Shows",3
80214792,TV Show,Creeped Out,,,"Victoria Diamond, William Romain, Sydney Wade, Jennifer James, Daniel Ryan, Robert Styles, Rhys Gannon, Maeve Larkin, Margaret Jackman, Katie Proctor, Jonathan Blake, Maximus Evans, Anya Lawrence, Tiffany Elefano, Diya Kittur, Berkley Silverman, Malen Clarkson, Jason Done, Rosina Carbone, Boris Burnell Anderson, Macey Howarth, Rebecca Hanssen, William Haresceugh, Chris Jack, Zita Sattar, Acushla-Tara Kupe, Tillie Amartey, Isabella Pinto, Bella Band, Lola Ogunyemi, Elizabeth Bower, Gianluca Gallucci, Jacob Henshaw, Amelia Curtis, Romy Weltman, Justin Paul Kelly, Jordan Poole, Thamela Mpumlwana, Jake Sim, Leah Choudhry, Daniel Ogbeide-John, Emma Gregory, Rachel Leskovac, Andonis Anthony, Kyle Breitkopf, Julian Richings, Kathryn Emily Douglas",47,"United Kingdom, Canada",2,"October 4, 2019",Friday,4,10,2019,2019,TV-Y7,,2,1,"British TV Shows, Kids' TV, TV Thrillers",3
80215076,TV Show,21 Thunder,,,"Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",13,Canada,1,"March 1, 2018",Thursday,1,3,2018,2017,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
80215086,TV Show,Brainchild,,,"Sahana Srinivasan, Alie Ward, Ben Seidman",3,,,"November 2, 2018",Friday,2,11,2018,2018,TV-Y7,,1,1,Kids' TV,1
80215139,Movie,Last Breath,"Alex Parkinson, Richard da Costa",2,,,"United Kingdom, Belgium, Sweden",3,"May 6, 2019",Monday,6,5,2019,2019,TV-14,86,0,0,"Documentaries, International Movies",2
80215147,TV Show,Blown Away,,,,,Canada,1,"July 12, 2019",Friday,12,7,2019,2019,TV-PG,,1,1,"International TV Shows, Reality TV",2
80215154,TV Show,Secret of the Nile,,,"Amr Youssef, Dina El-Sherbiny, Anoushka, Amina Khalil, Nada Mousa, Sawsan Badr, Ahmed Dawood",7,Egypt,1,"March 15, 2018",Thursday,15,3,2018,2016,TV-MA,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
80215322,TV Show,Tiempos de guerra,,,"Amaia Salamanca, Álex García, Alicia Borrachero, José Sacristán, Verónica Sánchez, Álex Gadea, Anna Moliner, Cristóbal Suárez, Silvia Alonso, Daniel Lundh, Nuria Herrero",11,Spain,1,"January 18, 2018",Thursday,18,1,2018,2017,TV-MA,,1,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
80215419,Movie,Joe Rogan: Strange Times,Anthony Giordano,1,Joe Rogan,1,,,"October 2, 2018",Tuesday,2,10,2018,2018,TV-MA,64,0,0,Stand-Up Comedy,1
80215500,TV Show,Cocaine Coast,,,"Javier Rey, Tristán Ulloa, Antonio Durán 'Morris', Carlos Blanco, Manuel Lourenzo, Jana Pérez, Xosé Antonio Touriñán, Isabel Naveira, Eva Fernández, Juan Pablo Shuk",10,Spain,1,"August 3, 2018",Friday,3,8,2018,2018,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
80215507,TV Show,Velvet Colección,,,"Marta Hazas, Asier Etxeandía, Adrián Lastra, Diego Martín, Fernando Guallar, Llorenç González, Megan Montaner, Mónica Cruz, Marta Torné, Andrea Duro, Aitana Sánchez-Gijón, Adriana Ozores, Imanol Arias",13,Spain,1,"February 14, 2019",Thursday,14,2,2019,2018,TV-14,,2,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
80215730,TV Show,Legend Quest: Masters of Myth,,,"Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey",7,Mexico,1,"October 5, 2019",Saturday,5,10,2019,2019,TV-Y7,,1,1,Kids' TV,1
80216003,Movie,Apache Warrior,"David Salzberg, Christian Tureaud",2,,,United States,1,"November 1, 2019",Friday,1,11,2019,2017,TV-MA,89,0,0,Documentaries,1
80216094,TV Show,Bumping Mics with Jeff Ross & Dave Attell,,,"Jeff Ross, Dave Attell",2,United States,1,"November 27, 2018",Tuesday,27,11,2018,2018,TV-MA,,1,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2
80216124,TV Show,The Fix,,,"Jimmy Carr, D.L. Hughley, Katherine Ryan",3,United States,1,"December 14, 2018",Friday,14,12,2018,2018,TV-MA,,1,1,TV Comedies,1
80216146,TV Show,Love and Hong Kong,,,"Eiko Koike, Ryo Yoshizawa, Fumika Baba, Moga Mogami, Tomo Yanagishita, Kaoru Nagata, Ryo Iwamatsu",7,Japan,1,"January 20, 2018",Saturday,20,1,2018,2017,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
80216172,TV Show,Criminal: UK,,,"Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland",11,"United Kingdom, France, Germany, Spain",4,"September 20, 2019",Friday,20,9,2019,2019,TV-MA,,1,1,"British TV Shows, Crime TV Shows, International TV Shows",3
80216180,TV Show,Dino Girl Gauko,,,"Naoko Matsui, Hiroshi Kamiya, Kazue Ikura, Chafurin, Chie Kojiro, Mari Mashiba, Ryoko Shiraishi, Hidekatsu Shibata, Tadashi Miyazawa, Sonosuke Hattori, Karen, Yui Toita, Izu Konishi, Eri Ozaki, Risa Nakamura, Tomoyo Chujo, Takuro Hijioka, Sawako Yoshida, Chika Okubo, Yuri Fujiwara, Tomomi Yamakawa, Hikaru Yuki, Miyako Kobayashi, Mutsuki Arisawa, Koharu Nogata, Tomoka Kuzutani, Madoka Yokoyama, Madoka Hiraide, Ayako Takamura, Yuki Arimoto, Yuto Kazama, Arisa Takami, Chika Sakamoto",33,"United States, Japan",2,"November 22, 2019",Friday,22,11,2019,2019,TV-Y7-FV,,1,1,"Anime Series, Kids' TV",2
80216224,Movie,Katt Williams: Great America,,,Katt Williams,1,United States,1,"January 16, 2018",Tuesday,16,1,2018,2018,TV-MA,60,0,0,Stand-Up Comedy,1
80216237,TV Show,The Jaime Maussan Show,,,Jaime Maussan,1,United States,1,"December 1, 2017",Friday,1,12,2017,2010,TV-PG,,1,1,"Docuseries, International TV Shows, Spanish-Language TV Shows",3
80216268,Movie,Roots,Shweta Basu Prasad,1,,,,,"November 1, 2017",Wednesday,1,11,2017,2016,TV-PG,62,0,0,"Documentaries, International Movies, Music & Musicals",3
80216270,Movie,One Heart: The A.R. Rahman Concert Film,,,A.R. Rahman,1,India,1,"November 1, 2017",Wednesday,1,11,2017,2017,TV-G,87,0,0,"Documentaries, International Movies, Music & Musicals",3
80216543,Movie,Down The Fence,M.J. Isakson,1,,,United States,1,"January 15, 2018",Monday,15,1,2018,2017,TV-PG,94,0,0,Documentaries,1
80216621,TV Show,Vai Anitta,,,Anitta,1,Brazil,1,"November 16, 2018",Friday,16,11,2018,2018,TV-MA,,1,1,"Docuseries, International TV Shows, Reality TV",3
80216651,TV Show,The Windsors,,,"Harry Enfield, Haydn Gwynne, Hugh Skinner, Louise Ford, Richard Goulding, Matthew Cottle, Morgana Robinson, Celeste Dring, Katy Wix, Ellie White",10,United Kingdom,1,"December 15, 2017",Friday,15,12,2017,2017,TV-MA,,2,1,"British TV Shows, International TV Shows, TV Comedies",3
80216665,TV Show,Rhythm + Flow,,,"Cardi B, Chance The Rapper, T.I.",3,United States,1,"October 9, 2019",Wednesday,9,10,2019,2019,TV-MA,,1,1,Reality TV,1
80216677,Movie,Derren Brown: Sacrifice,,,Derren Brown,1,,,"October 19, 2018",Friday,19,10,2018,2018,TV-MA,50,0,0,Movies,1
80216752,TV Show,Explained,,,,,United States,1,"September 26, 2019",Thursday,26,9,2019,2019,TV-14,,2,1,Docuseries,1
80216756,TV Show,Jailbirds,,,,,,,"May 10, 2019",Friday,10,5,2019,2019,TV-MA,,1,1,Reality TV,1
80216844,Movie,Feminists: What Were They Thinking?,Johanna Demetrakas,1,,,United States,1,"October 12, 2018",Friday,12,10,2018,2018,TV-MA,86,0,0,"Documentaries, LGBTQ Movies",2
80216928,Movie,Evelyn,Orlando von Einsiedel,1,,,,,"September 10, 2019",Tuesday,10,9,2019,2019,TV-MA,96,0,0,"Documentaries, International Movies",2
80217041,Movie,The Search for Life in Space,Stephen Amezdroz,1,,,United States,1,"April 1, 2018",Sunday,1,4,2018,2016,TV-G,32,0,0,Documentaries,1
80217066,TV Show,Seis Manos,,,"Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo",6,United States,1,"October 3, 2019",Thursday,3,10,2019,2019,TV-MA,,1,1,"Anime Series, Crime TV Shows",2
80217120,Movie,What We Started,"Bert Marcus, Cyrus Saidi",2,,,United States,1,"July 1, 2018",Sunday,1,7,2018,2017,TV-MA,96,0,0,"Documentaries, Music & Musicals",2
80217135,Movie,"We, the Marines",Greg MacGillivray,1,,,United States,1,"July 1, 2018",Sunday,1,7,2018,2017,TV-PG,38,0,0,"Documentaries, International Movies",2
80217151,TV Show,Baby Ballroom,,,"Warren Bullock, Jane Bullock",2,United Kingdom,1,"July 10, 2018",Tuesday,10,7,2018,2018,TV-14,,2,1,"British TV Shows, International TV Shows, Reality TV",3
80217315,TV Show,Sintonia,,,"Christian Malheiros, Jottapê, Bruna Mascarenhas",3,Brazil,1,"August 9, 2019",Friday,9,8,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
80217475,TV Show,Murder Mountain,,,,,United States,1,"December 28, 2018",Friday,28,12,2018,2018,TV-MA,,1,1,"Crime TV Shows, Docuseries",2
80217495,Movie,Perú: Tesoro escondido,Luis Ara,1,,,Uruguay,1,"November 25, 2017",Saturday,25,11,2017,2017,TV-PG,76,0,0,"Documentaries, International Movies",2
80217594,TV Show,I'm with the Band: Nasty Cherry,,,"Charli XCX, Emmie Lichtenberg, Gabbriette Bechtel, Chloe Chaidez, Deborah Knox- Hewson, Georgia Somary",6,United States,1,"November 15, 2019",Friday,15,11,2019,2019,TV-MA,,1,1,Reality TV,1
80217627,TV Show,Interior Design Masters,,,,,United Kingdom,1,"October 18, 2019",Friday,18,10,2019,2019,TV-PG,,1,1,"British TV Shows, International TV Shows, Reality TV",3
80217669,TV Show,Top Boy,,,"Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook",11,United Kingdom,1,"September 13, 2019",Friday,13,9,2019,2019,TV-MA,,1,1,"British TV Shows, Crime TV Shows, International TV Shows",3
80217743,TV Show,My Hotter Half,,,Melvin Odoom,1,United Kingdom,1,"July 22, 2019",Monday,22,7,2019,2017,TV-14,,1,1,"British TV Shows, International TV Shows, Reality TV",3
80217769,TV Show,Yummy Mummies,,,"Lorinska Merrington, Jane Scandizzo, Rachel Watts, Maria DiGeronimo",4,Australia,1,"July 3, 2019",Wednesday,3,7,2019,2019,TV-14,,2,1,"International TV Shows, Reality TV",2
80217779,TV Show,Marianne,,,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat",11,France,1,"September 13, 2019",Friday,13,9,2019,2019,TV-MA,,1,1,"International TV Shows, TV Dramas, TV Horror",3
80217826,Movie,Kavin Jay: Everybody Calm Down!,Michael McKay,1,Kavin Jay,1,,,"February 2, 2018",Friday,2,2,2018,2018,TV-MA,53,0,0,Stand-Up Comedy,1
80217848,TV Show,Black Crows,,,"Rashed Al Shamrani, Sayed Rajab, Dina Talaat, Mohamad Al Ahmad, Maram Al Bloushi, Mahmoud Bu Shehri, Aseel Omran, Mona Shaddad, Azeez Khayoun, Ayman Mabrouk, Eisa Diab, Dima Al Jundi",12,"Saudi Arabia, Syria, Egypt, Lebanon, Kuwait",5,"April 30, 2018",Monday,30,4,2018,2017,TV-MA,,1,1,"International TV Shows, TV Dramas",2
80217857,Movie,Treasures from the Wreck of the Unbelievable,Sam Hobkinson,1,,,United Kingdom,1,"January 1, 2018",Monday,1,1,2018,2017,TV-G,82,0,0,"Documentaries, Dramas, International Movies",3
80217889,TV Show,Follow This,,,"John Stanton, Scaachi Koul, Azeen Ghorayshi, Bim Adewunmi, Juliane Loffler, Charlie Warzel",6,United States,1,"November 1, 2018",Thursday,1,11,2018,2018,TV-MA,,3,1,Docuseries,1
80217946,TV Show,Killer Ratings,,,,,,,"May 31, 2019",Friday,31,5,2019,2019,TV-MA,,1,1,"Crime TV Shows, Docuseries, International TV Shows",3
80217957,TV Show,Reboot: The Guardian Code,,,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",11,Canada,1,"September 28, 2018",Friday,28,9,2018,2018,TV-Y7-FV,,2,1,Kids' TV,1
80218107,TV Show,Dragons: Rescue Riders,,,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",7,,,"September 27, 2019",Friday,27,9,2019,2019,TV-Y,,1,1,"Kids' TV, TV Comedies",2
80218448,TV Show,How to Sell Drugs Online (Fast),,,"Maximilian Mundt, Danilo Kamperidis, Lena Klenke, Damian Hardung, Leonie Wesselow, Luna Schaller, Bjarne Mädel, Roland Riebeling",8,Germany,1,"May 31, 2019",Friday,31,5,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Comedies",3
80218634,TV Show,Super Drags,,,"Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs",8,Brazil,1,"November 9, 2018",Friday,9,11,2018,2018,TV-MA,,1,1,"International TV Shows, TV Comedies",2
80218819,TV Show,We Are the Wave,,,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa, Daniel Friedl, Robert Schupp",6,,,"November 1, 2019",Friday,1,11,2019,2019,TV-MA,,1,1,"International TV Shows, TV Dramas, TV Mysteries",3
80218962,TV Show,AMO,,,"Derek Ramsay, Vince Rillon, Allen Dizon, Felix Roco, Ruby Ruiz",5,Philippines,1,"April 9, 2018",Monday,9,4,2018,2017,TV-MA,,1,1,"International TV Shows, TV Dramas",2
